id,name,attribute,level,type,atk,def,passcode
19148,Diabellstar the Black Witch,DARK,7,Spellcaster,2500,2000,72270339
19149,Snake-Eye Ash,FIRE,1,Pyro,800,1000,9674034
19150,Snake-Eye Oak,FIRE,1,Pyro,900,200,45663742
19151,Snake-Eye Birch,FIRE,1,Pyro,0,2100,12058741
19152,Snake-Eyes Flamberge Dragon,FIRE,8,Dragon,3000,2500,48452496
19153,"Imsety, Glory of Horus",DARK,8,Spellcaster,3000,1800,84941194
19154,"Duamutef, Blessing of Horus",WATER,8,Beast,0,0,11335209
19155,"Hapi, Guidance of Horus",WIND,8,Beast-Warrior,2400,1600,47330808
19156,"Qebehsenuef, Protection of Horus",EARTH,8,Winged Beast,2500,2000,74725513
19157,Wattuna,LIGHT,4,Thunder,800,700,10113611
19158,"Nephilabyss, the Ogdoadic Overlord",DARK,10,Reptile,2200,3100,46518210
19159,Arias the Labrynth Butler,DARK,6,Fiend,1500,2500,73602965
19160,Vanquish Soul Jiaolong,FIRE,5,Wyrm,2400,2100,9091064
19161,Poissonniere de Nouvelles,DARK,1,Fairy,700,1700,46485778
19162,Dark Hole Dragon,DARK,8,Dragon,3000,2000,72880377
19163,UFOLight,FIRE,8,Illusion,1500,1500,9275482
19164,Seed-Spitting Saplings,LIGHT,4,Plant,1600,200,35263180
19165,I.A.S. -Invasive Alien Species-,LIGHT,4,Reptile,1600,0,71768839
19166,Tarai,EARTH,4,Fairy,0,0,8152834
19167,Master Tao the Chanter,EARTH,3,Illusion,1200,900,34541543
19168,Cursed Bride Doll,EARTH,3,Spellcaster,0,2100,71545247
19169,Origami Goddess,DARK,1,Fairy,100,0,7930346
19170,Shinobaroness Shade Peacock,WIND,4,Winged Beast,1500,2000,33325951
19171,Shinobaron Shade Peacock,WIND,4,Winged Beast,2000,1500,60823690
19272,Junk Dragonlet,EARTH,5,Machine,2100,1800,3121655
19359,Anotherverse Gluttonia,DARK,8,Fiend,2500,2000,86893702
19360,Mementoal Tecuhtlica - Combined Creation,EARTH,11,Wyrm,5000,5000,23288411
19361,Mementotlan-Horned Dragon,DARK,8,Dragon,2850,2350,55272555
19362,Mementotlan Tatsunootoshigo,EARTH,5,Beast,1350,1600,81677154
19363,Mementotlan Dark Blade,DARK,4,Warrior,1800,1500,18165869
19364,Mementotlan Angwitch,DARK,3,Spellcaster,800,1000,54550967
19365,Mementotlan Mace,LIGHT,1,Fairy,400,300,81945676
19366,Mementotlan Goblin,DARK,1,Fiend,400,400,17943271
19372,Centur-Ion Primera,LIGHT,4,Spellcaster,1600,1600,15005145
19373,Centur-Ion Trudea,DARK,4,Pyro,1000,2000,42493140
19374,Centur-Ion Emeth VI,EARTH,8,Machine,2000,3000,78888899
19381,Angello Vaalmonica,DARK,4,Fairy,1200,2100,3048768
19382,Dimonno Vaalmonica,LIGHT,4,Fiend,1200,2100,30432463
19397,Sacred Fire King Garunix,FIRE,8,Winged Beast,2700,1700,66431519
19398,Fire King High Avatar Kirin,FIRE,8,Beast,2400,200,2526224
19399,Fire King Avatar Rangbali,FIRE,4,Beast-Warrior,1600,200,38910263
19404,Legendary Fire King Ponix,FIRE,1,Winged Beast,500,200,90681088
19410,Rescue Hedgehog,EARTH,4,Beast,300,100,99742859
19411,Ken the Warrior Dragon,LIGHT,3,Warrior,1300,1550,25131968
19412,Gen the Diamond Tiger,LIGHT,3,Warrior,800,2000,52126602
19413,Asset Mountis,LIGHT,7,Insect,2300,2000,98520301
19416,Fallen of the Tistina,WATER,1,Aqua,200,0,87498729
19417,Returned of the Tistina,FIRE,2,Aqua,500,500,24892828
19418,Tainted of the Tistina,DARK,5,Aqua,2000,0,50281477
19456,Spirit of Yubel,DARK,10,Fiend,0,0,90829280
19457,Geistgrinder Golem,DARK,8,Fiend,3000,300,26913989
19458,Samsara D Lotus,DARK,1,Fiend,0,0,62318994
19459,Raidraptor - Noir Lanius,DARK,4,Winged Beast,1600,500,99707692
19460,Raidraptor - Bloom Vulture,DARK,4,Winged Beast,300,1900,25191307
19461,White Sunfish,WATER,4,Fish,1200,1000,52596406
19462,White Sardine,WATER,2,Fish,800,0,98684051
19463,Goblin Biker Dugg Charger,EARTH,3,Warrior,1600,0,24079759
19464,Goblin Biker Clatter Sploder,FIRE,3,Beast-Warrior,1500,0,51473858
19465,Goblin Biker Boom Mach,WIND,3,Warrior,1300,0,27868563
19466,Goblin Biker Mean Merciless,WATER,3,Fiend,1400,0,64257161
19467,Snake-Eyes Poplar,FIRE,1,Pyro,700,200,90241276
19468,Dark Guardian,DARK,12,Warrior,3800,3800,26746975
19469,Phantasmal Summoning Beast,DARK,7,Fiend,0,0,53134520
19470,"Keaf, Murk of the Ghoti",WATER,2,Fish,0,1500,99529628
19471,"Psiics, Moonlight of the Ghoti",WATER,6,Fish,2400,0,26523337
19472,Mementotlan Ghattic,DARK,2,Fiend,550,400,52918032
19473,Horus the Black Flame Deity,FIRE,8,Dragon,3000,1800,99307040
19474,"Lo, the Prayers of the Voiceless Voice",LIGHT,1,Fairy,50,2050,25801745
19475,"Saffira, Dragon Queen of the Voiceless Voice",LIGHT,6,Dragon,2500,2400,51296484
19476,"Sauravis, Dragon Sage of the Voiceless Voice",LIGHT,7,Dragon,2600,2800,88284599
19477,Aromalilith Rosalina,DARK,1,Plant,0,0,24689197
19478,Majespecter Porcupine - Yamarashi,WIND,4,Spellcaster,1500,1500,51073802
19479,Emissary from the House of Wax,FIRE,3,Illusion,800,1800,87462901
19480,Carnot the Eternal Machine,LIGHT,10,Machine,3000,2500,13567610
19481,Magmacho Dragon,FIRE,8,Pyro,1800,2200,50951254
19482,Time Reloader,LIGHT,8,Machine,1200,2400,86346363
19483,Berserk Archfiend,DARK,6,Fiend,2000,0,13744068
19484,E Stranger Big Bang,LIGHT,5,Warrior,2100,500,49139666
19485,Goblin Freefall Squad,WIND,4,Warrior,0,2000,85123771
19486,Procession of the Tea Jar,DARK,3,Zombie,500,0,12612470
19487,EM:P Meowmine,DARK,2,Cyberse,800,0,48017189
19488,Mokomoko,WATER,1,Illusion,300,300,85401123
19489,Principug,EARTH,1,Beast,0,0,11496832
19490,Jongleur-Ghoul Illusionist,DARK,4,Illusion,2000,0,47894537
19491,Royal Rhino with Deceitful Dice,EARTH,1,Beast,600,600,74289646
19492,"Skull Guardian, Protector of the Voiceless Voice",LIGHT,7,Warrior,2050,2500,10774240
19620,"Georgius, Swordman of the Ice Barrier",WATER,6,Winged Beast,2000,1200,32991027
19621,Mirror Mage of the Ice Barrier,WATER,2,Aqua,1000,400,9396662
19625,R-Genex Undine,WATER,4,Aqua,1700,1100,34568783
19626,R-Genex Turing,DARK,2,Spellcaster,600,600,61052897
19631,Spiritual Beast Tamer Lara,LIGHT,1,Psychic,100,2000,23623653
19716,Pendulum Witch,EARTH,3,Spellcaster,1500,800,43502497
19719,Winged Kuriboh LV6,LIGHT,6,Fairy,300,200,48486809
19720,Shining Star Dragon,LIGHT,4,Dragon,0,0,75874514
19723,Code of Soul,FIRE,3,Cyberse,500,500,74652966
19724,Fighting Flame Swordsman,FIRE,4,Warrior,1800,1600,1047075
19725,"Salamandra, the Flying Flame Dragon",FIRE,2,Dragon,700,1600,37531679
19726,Mirage Swordsman,FIRE,8,Warrior,2800,2000,73936388
19741,Toy Tank,LIGHT,4,Machine,1000,2100,69925461
19746,Electrode Beast Cation,LIGHT,2,Thunder,300,100,21291696
19747,Electrode Beast Anion,LIGHT,2,Thunder,300,100,58680635
19752,Pillar of the Future - Cyanos,LIGHT,1,Machine,500,1500,20357457
19825,Fire King Courtier Ulcanix,FIRE,4,Winged Beast,800,2000,44455560
19826,Psychic Processor,DARK,3,Psychic,0,1500,70843274
19829,Conbirdable,EARTH,8,Winged Beast,1400,2800,79627627
19830,Swarm of Centipedes,DARK,3,Insect,1500,500,6116731
19832,Tricorn the Cacophonous Concert,DARK,2,Fiend,0,0,78905039
19835,Veidos the Eruption Dragon of Extinction,DARK,9,Pyro,2800,1500,78783557
19836,King of the Ashened City,DARK,8,Pyro,1400,2700,4271596
19837,Hero of the Ashened City,DARK,7,Pyro,2600,2100,30676200
19838,Priestess of the Ashened City,DARK,4,Pyro,1200,1300,67660909
19842,Gandora-G the Dragon of Destruction,DARK,8,Dragon,0,0,2333466
19843,Silent Swordsman Zero,LIGHT,4,Warrior,1000,1000,39321065
19844,Silent Magician Zero,LIGHT,4,Spellcaster,1000,1000,65726770
19845,Gadget Trio,EARTH,4,Machine,1300,1100,92110878
19846,Moremarshmallon,LIGHT,3,Fairy,300,500,38505587
19847,Ancient Gear Dark Golem,EARTH,8,Machine,3000,3000,64603182
19848,Ancient Gear Tanker,EARTH,4,Machine,1300,1300,91098230
19849,Ancient Gear Commander,EARTH,4,Machine,500,2000,27483935
19850,Refrain the Melodious Songstress,LIGHT,4,Fairy,1600,800,64881644
19851,Couplet the Melodious Songstress,LIGHT,5,Fairy,1200,2000,90276649
19852,Snake-Eyes Diabellstar,FIRE,8,Spellcaster,2800,2600,27260347
19853,Diabellze the Original Sinkeeper,LIGHT,7,Illusion,2500,2000,53765052
19854,Ragnaraika the Evil Seed,EARTH,1,Plant,0,0,99153051
19855,Ragnaraika Samurai Beetle,LIGHT,3,Insect,1500,0,26548709
19856,Ragnaraika Armored Lizard,DARK,4,Reptile,0,2300,52543404
19857,Tenpai Dragon Paidra,FIRE,3,Dragon,1700,1000,39931513
19858,Tenpai Dragon Fadra,FIRE,3,Dragon,1600,1000,65326118
19859,Tenpai Dragon Chundra,FIRE,4,Dragon,1500,1000,91810826
19860,Gruesome Grave Squirmer,DARK,1,Fiend,0,0,24215921
19861,Gold Pride - Eliminator,EARTH,5,Machine,1800,800,60203670
19862,Centur-Ion Gargoyle II,DARK,8,Dragon,2000,3000,97698279
19863,Selettrice Vaalmonica,WATER,4,Spellcaster,1200,1200,23093373
19864,Lightsworn Dragonling,LIGHT,4,Dragon,1500,1300,59481082
19865,"Weiss, Lightsworn Archfiend",LIGHT,4,Fiend,0,1700,96576187
19866,Wightlord,LIGHT,1,Zombie,300,200,22970795
19867,Golgoil the Steel Seismic Smasher,EARTH,10,Illusion,1800,3200,59369430
19868,"Mikazukinoyaiba, the Moon Fang Dragon",DARK,7,Dragon,2200,2350,85753549
19870,Nightmare Apprentice,DARK,6,Illusion,2000,1700,58143852
19871,Dinovatus Docus,EARTH,6,Dinosaur,1500,2200,84631951
19872,Cyclos the Circular Sprite,WIND,4,Plant,1000,1800,21036656
19873,Fishborg Harpooner,WATER,4,Fish,400,400,57420265
19874,Cooling Embers,FIRE,3,Pyro,500,1500,83819309
19875,"Saffira, Divine Dragon of the Voiceless Voice",LIGHT,7,Dragon,2550,2450,10804018
19934,Mira Match,FIRE,1,Spellcaster,0,0,44201739
20036,Archfiend's Advent,DARK,6,Fiend,2500,1200,53008933
20038,Cursed Fire King Doom Burst,FIRE,3,Fiend,1600,800,26857786
20057,Pyrite Knight,EARTH,5,Warrior,2000,0,48228390
20060,Krishnerd Witch,LIGHT,4,Spellcaster,1800,700,37006702
20061,Jungle Dweller,DARK,8,Fiend,2500,1800,73490417
20063,"Vouiburial, the Dragon Undertaker",DARK,10,Illusion,3000,0,36974120
20064,Aiza the Dragoness of Deranged Devotion,FIRE,4,Dragon,1500,0,63378869
20066,Shaman of the Ashened City,DARK,4,Pyro,1300,1200,35151572
20067,Spearhead of the Ashened City,DARK,4,Pyro,1700,100,62156277
20178,Ancient Gear Dragon,EARTH,5,Machine,500,2500,75892194
20180,Sengenjin Wakes from a Millennium,EARTH,8,Beast-Warrior,2750,2500,38775407
20181,Golem that Guards the Millennium Treasures,EARTH,6,Rock,2000,2200,74169516
20182,Shield of the Millennium Dynasty,EARTH,5,Warrior,0,3000,1164211
20183,Maiden of the Millennium Moon,LIGHT,4,Illusion,1500,1300,37552929
20184,Fiend Reflection of the Millennium,WIND,4,Illusion,1300,1400,63947968
20185,Dark Magician the Magician of Black Magic,DARK,7,Spellcaster,2500,2100,342673
20186,Gimmick Puppet Little Soldiers,DARK,4,Machine,0,0,36436372
20187,Gimmick Puppet Rouge Doll,DARK,8,Machine,400,1400,63825486
20188,Gimmick Puppet Cattle Scream,DARK,8,Machine,2000,2000,99229085
20189,Light End Sublimation Dragon,LIGHT,8,Dragon,2600,2100,35614780
20190,Dark End Evaporation Dragon,DARK,8,Dragon,2600,2100,62002838
20191,"Knight Armed Dragon, the Armored Knight Dragon",WIND,3,Dragon,1400,1900,98007437
20192,Astellar of the White Forest,LIGHT,2,Spellcaster,0,0,25592142
20193,Elzette of the White Forest,LIGHT,2,Spellcaster,0,0,61980241
20194,Silvy of the White Forest,LIGHT,4,Spellcaster,1500,200,98385955
20195,Rucia of the White Forest,LIGHT,4,Spellcaster,800,1500,24779554
20196,Fiendsmith Engraver,LIGHT,6,Fiend,1800,2400,60764609
20197,Ragnaraika Wicked Butterfly,EARTH,4,Insect,1800,0,97262307
20198,Tenpai Dragon Genroku,FIRE,3,Dragon,0,1000,23657016
20199,Mementotlan Shleepy,EARTH,3,Beast,800,1000,50042011
20200,Centur-Ion Atrii,DARK,4,Dragon,1800,1400,96030710
20201,Drytron Nu II,LIGHT,1,Machine,2000,0,22435424
20202,Lord of the Missing Barrows,LIGHT,10,Fiend,3100,2900,59829423
20203,Cosmo Queen the Queen of Prayers,DARK,8,Spellcaster,2900,2450,85314178
20204,Paralyzing Mushroom,LIGHT,5,Thunder,1400,0,22712877
20205,Disablaster the Negation Fortress,LIGHT,5,Machine,500,2000,58707981
20206,Mulcharmy Purulia,WATER,4,Aqua,100,600,84192580
20207,Dora Dora,FIRE,3,Dragon,400,200,11590299
20208,Broomy,LIGHT,2,Spellcaster,700,700,57985393
20209,Bettan Bat,EARTH,1,Winged Beast,0,0,84079032
20210,Depresspard,LIGHT,2,Beast,100,100,10474647
20211,Drytron Meteonis DA Draconids,LIGHT,12,Machine,5000,5000,56863746
20260,Dragon of Pride and Soul,DARK,8,Dragon,2500,2500,96823189
20274,Dipity,LIGHT,4,Fiend,0,0,46533533
20276,Galaxy War Drake,LIGHT,4,Dragon,1500,1000,19316241
20277,Galaxy-Eyes Tachyon Primal,LIGHT,8,Dragon,3000,2500,45710945
20278,Tachyon Cloudragon,LIGHT,4,Dragon,300,250,72705654
20279,Schwarzschild Infinity Dragon,DARK,8,Dragon,2000,0,18294799
20284,X-Cross Cannon,LIGHT,4,Machine,1800,1500,70860415
20285,Y-Yare Head,LIGHT,4,Machine,1500,1600,6355563
20286,Z-Zillion Tank,LIGHT,4,Machine,1500,1300,33744268
20291,Trickstar Hoody,LIGHT,2,Fairy,600,1800,1410324
20292,Trickstar Aqua Angel,WATER,4,Fairy,0,0,37405032
20383,Detonating Kuriboh,DARK,1,Fiend,300,200,46789706
20393,Clear Phantom,DARK,3,Fiend,1200,800,70717628
20394,Clear Rage Golem,DARK,4,Rock,1600,1800,7102732
20395,Clear Cube,DARK,1,Machine,0,0,33506331
20396,Clear Vicious Knight,DARK,7,Warrior,2300,1100,70095046
20398,Singularity Fiend,DARK,1,Fiend,0,0,32484853
20400,Earthbound Immortal Red Nova,DARK,12,Fiend,3500,3000,5267507
20401,Ancient Gear Statue,EARTH,2,Machine,500,800,32762201
20402,Cutter Shark,WATER,5,Fish,0,2000,68756810
20403,Gimmick Puppet Fiendish Knight,DARK,4,Machine,1800,500,4145915
20405,Performage Fire Dancer,FIRE,4,Spellcaster,1400,1200,7934362
20406,Performage Water Dancer,WATER,4,Spellcaster,1200,1400,34323367
20407,Performage Wind Drainer,WIND,5,Spellcaster,2100,0,70417076
20408,Performage Cup Tricker,LIGHT,5,Spellcaster,1200,1400,6812770
20419,Magicolloidal Sol,WATER,2,Aqua,400,300,67694706
20420,"Vulmina, Statue of the Sacred Dragon",LIGHT,2,Dragon,200,1800,93683815
20422,Dipsea Fiend,WATER,4,Fiend,1500,1000,66472129
20425,Kochobo's Hinamatsuri,DARK,7,Machine,2200,2200,55359571
20428,Mimighoul Master,EARTH,4,Zombie,1800,1200,55537983
20429,Mimighoul Dragon,EARTH,1,Dragon,500,2000,81522098
20430,Mimighoul Cerberus,EARTH,1,Beast,400,1800,23920796
20431,Mimighoul Archfiend,EARTH,1,Fiend,0,1900,50415441
20435,"Theia, the Primal Being",DARK,11,Rock,3000,600,85687952
20450,Otonari Thunder,LIGHT,4,Thunder,500,1200,72782945
20451,Giant Kra-Corn,EARTH,8,Plant,1000,2500,8170654
20452,Splitting Planarian,DARK,4,Insect,1000,800,44175358
20477,Surfacing Big Jaws,WATER,4,Fish,1800,300,55697723
20478,Drake Shark,WATER,4,Fish,1400,1050,81096431
20479,Armored Shark,WATER,3,Fish,500,2000,27480536
20480,Heart of the Blue-Eyes,LIGHT,8,Dragon,3000,2500,54475145
20481,Red-Eyes Black Fullmetal Dragon,DARK,8,Machine,3400,2400,80870883
20482,Metalzoa X,DARK,8,Machine,3000,2300,27268998
20483,Zoa the Fiendish Beast,DARK,7,Fiend,2600,1900,53753697
20484,Metal Illusionist,LIGHT,1,Spellcaster,0,0,29157292
20485,Battlewasp - Rapier the Onslaught,WIND,5,Insect,1900,0,56146300
20486,Performage Ball Balancer,EARTH,4,Spellcaster,1000,1800,92530005
20487,Chaos Allure Queen,LIGHT,7,Spellcaster,1500,1500,29925614
20488,Goblin Bikers Gone Wild,DARK,6,Fiend,2400,0,55320758
20489,Primite Imperial Dragon,EARTH,6,Dragon,2600,0,81418467
20490,Lacrima the Crimson Tears,LIGHT,4,Fiend,1200,1200,28803166
20491,Mementotlan Akihiron,WATER,5,Aqua,1700,1400,54207171
20492,Centur-Ion Chimerea,DARK,4,Pyro,1200,1600,81696879
20493,"Abyssrhine, the Atlantean Spirit",WATER,3,Aqua,1600,1600,17080584
20494,Mermail Shadow Squad,WATER,3,Sea Serpent,0,1900,53085623
20495,Anarchist Monk of the Six Samurai,DARK,3,Warrior,500,0,80570228
20496,Tactical Trainer of the Six Samurai,EARTH,2,Warrior,200,1200,16968936
20497,Wandering Titan of Tartarus,EARTH,9,Zombie,2600,0,43363035
20498,Union Pilot,LIGHT,5,Machine,2100,1000,89357740
20499,Eria the Water Channeler,WATER,5,Spellcaster,1850,1500,15746348
20500,Mulcharmy Fuwalos,WIND,4,Winged Beast,100,600,42141493
20501,Tsuru-Puru-Purun,WATER,2,Aqua,450,500,84635192
20502,Flipping Feline,EARTH,2,Beast,200,200,11024707
20503,L Magi Mergy,DARK,2,Cyberse,0,1200,47028805
20504,Neverending Nightmare Absorber,WATER,2,Fairy,0,0,73413514
20505,Newbee!,LIGHT,2,Insect,0,0,10807219
20571,Performapal Sky Magician Girl,WIND,5,Spellcaster,2000,1500,3859859
20572,Sword Ryzeal,FIRE,4,Thunder,1500,200,35844557
20573,Node Ryzeal,FIRE,4,Thunder,1400,1600,72238166
20574,Ice Ryzeal,LIGHT,4,Pyro,1700,1000,8633261
20575,Ext Ryzeal,LIGHT,4,Pyro,500,2000,34022970
20576,Palm Ryzeal,FIRE,4,Thunder,1200,2400,61116514
20582,Maliss <P> White Rabbit,DARK,3,Cyberse,1200,300,69272449
20583,Maliss <P> Chessy Cat,DARK,3,Cyberse,1500,300,96676583
20584,Maliss <P> Dormouse,DARK,3,Cyberse,900,300,32061192
20592,Kyoro Ryu-Ge Kaiva,EARTH,10,Dinosaur,3000,1200,93509766
20593,Kairo Ryu-Ge Emva,WATER,10,Sea Serpent,3000,2000,20904475
20594,Genro Ryu-Ge Hakva,WIND,10,Wyrm,3000,1500,56499179
20595,Sosei Ryu-Ge Mistva,LIGHT,10,Dragon,3500,2500,92487128
20602,Maiden of White,LIGHT,1,Spellcaster,0,0,17947697
20603,Neo Kaiser Sea Horse,LIGHT,4,Dragon,1700,1650,54332792
20691,Anotherverse Solaria,FIRE,8,Pyro,2500,2000,63028558
20704,Migratory Zereort,WATER,5,Winged Beast,1000,2200,87640391
20705,Supply Soldier of the Indestructible Insects,EARTH,5,Insect,600,300,23738096
20708,Mantman the Ultrahuman,LIGHT,7,Psychic,2400,1200,22916418
20709,Phalaenop Sisters,WIND,1,Fairy,300,300,59901153
20712,Butterfly Fish,WATER,3,Fish,700,400,58288565
20713,QQ Enneagon,FIRE,9,Dinosaur,900,900,84673574
20714,Mimighoul Armor,EARTH,1,Warrior,600,1500,11677278
20715,Mimighoul Fairy,EARTH,1,Fairy,100,100,43066927
20716,Mimighoul Slime,EARTH,1,Aqua,400,500,80551022
20723,"Hallo, the Spirit of Tricks",DARK,4,Fiend,0,0,54611591
20724,"Ween, the Spirit of Treats",LIGHT,4,Zombie,0,0,81005500
20740,Evil HERO Toxic Bubble,WATER,4,Fiend,800,1200,3598351
20741,Evil HERO Dead-End Prison,LIGHT,4,Rock,1700,1100,30583090
20742,Evil HERO Infernal Rider,WIND,6,Fiend,2100,800,76978105
20743,Arcana Force V - The Hierophant,LIGHT,4,Fairy,1500,1500,3376703
20744,Arcana Force XIX - The Sun,LIGHT,7,Fairy,2900,2900,39761418
20745,Speedroid Colonel Clackers,WIND,2,Machine,200,1800,65155517
20746,Speedroid Wing Synchron,WIND,5,Machine,1500,1000,2254222
20747,"Elzette, Azamina of the White Forest",LIGHT,2,Illusion,0,0,38648860
20748,Queen Azamina,DARK,8,Illusion,2500,2000,65033975
20749,Argostars - Glorious Adra,EARTH,4,Warrior,1800,1800,91438674
20750,Materiactor Exareptor,WATER,3,Dragon,1500,1500,37426272
20751,Materiactor Zeptwing,FIRE,3,Dragon,0,0,64911387
20752,Hydrojet Shark,WATER,4,Fish,1000,0,90315086
20753,Metalflame Swordsman,FIRE,6,Machine,2500,1600,27704731
20754,Primite Dragon Ether Beryl,EARTH,4,Dragon,1600,0,63198739
20755,"Poseidra, the Storming Atlantean",WATER,7,Sea Serpent,2800,1600,99193444
20756,Gladiator Beast Gistel,EARTH,3,Beast,1200,2000,26582143
20757,Test Bear,EARTH,4,Beast,900,600,62076252
20758,Crystron Tristaros,WATER,2,Machine,800,2000,99471856
20759,Crystron Sulfador,WATER,5,Machine,1900,2250,25865565
20760,Tenyi Spirit - Suruya,LIGHT,4,Wyrm,1600,0,52854600
20761,"Driangle, Dragon of the Dark Deep",WATER,10,Sea Serpent,2100,3100,98248208
20762,Liberator Eto,DARK,8,Reptile,4000,0,24643913
20763,Grand Knight of the Red Lotus,FIRE,8,Warrior,2100,1800,51132012
20764,Mulcharmy Meowls,EARTH,4,Beast,100,600,87126721
20765,Template Skipper,DARK,1,Cyberse,0,0,24521325
20766,Goddess of the Two Sides,LIGHT,3,Fairy,950,700,50915474
20767,Tempura of Fortune - EBI,FIRE,3,Aqua,1600,0,86304179
20835,Dragolithia Kunzite,EARTH,8,Dragon,0,0,48705086
20901,Lunar Rabbit Omajinai,LIGHT,1,Spellcaster,0,1500,47643326
20923,The Fabled Behilmoth,LIGHT,2,Beast,1000,600,68897338
20927,Jurrac Megalo,FIRE,1,Dinosaur,500,1300,93170499
20928,Jurrac Stego,FIRE,4,Dinosaur,1700,900,20568404
20932,Gem-Knight Nepyrim,LIGHT,4,Fairy,1550,1600,51831560
20933,Gem-Knight Hollowcore,DARK,7,Fiend,1950,2450,88225269
20935,"Avance, Swordsman of the Nekroz",WATER,4,Spellcaster,1500,800,51618973
20936,"Emilia, Dance Priestess of the Nekroz",WATER,4,Spellcaster,1600,800,87003671
20937,Nekroz of Metaltron,LIGHT,9,Wyrm,2500,3000,13408726
20943,Dragonmaid Cehrmba,DARK,9,Dragon,2800,1800,12163590
20945,Noh-P.U.N.K. Rising Scale,WATER,8,Sea Serpent,2400,2400,75046994
21035,The Man with the Mark,EARTH,4,Spellcaster,1000,1000,97522863
21036,Merciless Scorpion of Serket,EARTH,6,Fairy,2500,2000,34926568
21037,Anubis the Last Judge,EARTH,10,Fiend,3000,0,60411677
21045,Dark Necromancer,DARK,4,Zombie,1000,1400,21960890
21046,Vulcarrion the Rotting Phoenix,DARK,4,Zombie,1600,0,58354899
21048,Minimalian,WATER,4,Psychic,100,100,21147203
21051,Beast of Talwar - The Sword Summit,DARK,7,Fiend,2400,2150,20011655
21054,Ame no Murakumo no Mitsurugi,DARK,8,Reptile,3200,800,19899073
21055,Futsu no Mitama no Mitsurugi,DARK,8,Reptile,2000,3400,55397172
21056,"Mitsurugi no Mikoto, Kusanagi",DARK,4,Reptile,1600,400,82782870
21057,"Mitsurugi no Mikoto, Saji",DARK,4,Reptile,1000,1700,18176525
21062,"Bat, the Forest Ninja",LIGHT,3,Beast,800,800,80447641
21063,"Wonko, Noble Knight of the Forest",LIGHT,4,Beast,1100,1600,17832359
21069,D/D Count Surveyor,DARK,8,Fiend,2000,2000,5997110
21070,D/D Scale Surveyor,DARK,2,Fiend,0,1000,42382265
21071,D/D Extra Surveyor,DARK,5,Fiend,1000,0,74387963
21072,"Crowley, the Gifted Magistus",DARK,4,Spellcaster,1800,1000,875572
21138,Wizard @Ignister,DARK,4,Cyberse,1800,800,3723262
21139,Backup @Ignister,DARK,3,Cyberse,1200,800,30118811
21140,Kurikurinku @Ignister,DARK,1,Cyberse,300,200,66102515
21141,Dark Magician Girl the Magician's Apprentice,DARK,6,Spellcaster,2000,1700,2501624
21142,Evil HERO Vicious Claws,DARK,7,Fiend,2500,2500,35095329
21143,Regulus the Fairy Beast,LIGHT,4,Beast,1700,1000,61480937
21144,Spore the Fairy Seed,LIGHT,1,Plant,400,800,98888032
21145,Kuribon the Fairy Spirit,LIGHT,1,Fairy,300,200,34873741
21146,Heraldic Beast Gryphon,WIND,4,Winged Beast,1600,1000,60268386
21147,Heraldic Beast Stad Whale,WATER,4,Fish,900,1900,97662494
21148,Diabellstar Vengeance,DARK,8,Fiend,2500,2100,23151193
21149,Diabellze the White Witch,LIGHT,8,Illusion,2500,2100,60145298
21150,Regenesis Warrior,FIRE,7,Warrior,2500,2500,96540807
